x_coord,y_coord,class
418.37361494358134,0.9397163250273264,1
-3.4328961206552657,1.3058040834375186,2
-108.02016537241632,-0.44210914281570357,2
-117.03611345305067,-0.4650376942142974,2
-61.35878363445554,-0.432961151263201,0
85.47386713815102,-1.1188557034359807,1
226.47728213790884,-1.6185927295985978,1
-16.48904695669515,1.3301478616347868,2
-30.82129942775452,-1.4439285886351583,0
184.6499909382488,-0.11513639398259934,3
-81.47568614999201,0.1183690624622501,0
2.7064027200047747,0.5082246213750057,3
-30.002986179227058,-1.5608721238240268,0
14.702707787007252,-2.814771905091024,0
-79.01028542333857,0.08819005941486269,0
85.7822442662571,-0.45505449987979274,1
6.742708148321136,-1.1083478619763476,0
63.95197933086742,-0.9945054083476065,1
119.18512573607487,0.08435953774436944,2
-40.29353302281915,-0.6318673341260707,0
-28.662787981251526,-1.1949357576256814,1
-17.893383280877416,1.0895822416125918,2
-131.1391469168628,-0.392115113420885,1
-90.48745230328984,-1.1216455652279278,0
-45.86814357224826,-0.8182576518741678,0
-23.198713313678155,-1.99408741815719,0
61.59490213433655,-0.7607477444410995,1
102.6691147148741,-2.1354271556703006,1
45.99147321578299,-2.4355976648775144,1
-71.74834319673049,-1.786799956302305,1
60.408141197189934,0.6406506838310297,1
-151.93566889358027,2.02462613954249,3
-119.74073456298709,-0.7832326081636197,1
-4.182134849361119,-0.14363649468655376,1
-17.302556782737334,-0.8521781279918206,1
133.9845660834213,-1.323812031686762,1
-35.96774607182878,-0.9658681267400707,0
-30.693584343334678,-0.7873771857203075,0
-37.9412795688833,0.6992336710900066,2
45.976573482264115,1.741334620966246,1
27.571549015652646,0.6438459939897384,3
-78.69403709249781,0.1820971731702623,0
-79.427793027144,0.10523837281869164,0
-30.642740537718733,-0.13340520477815365,0
-31.563827139316825,0.9136022569748463,2
-73.68385279519987,0.3524291566319706,2
-88.39785544619579,-0.48414335526234775,0
-2.7677153378979913,-1.9852543201931439,0
-68.54566606909323,-0.6941507262801916,0
-18.053487002568886,1.2812646943526635,2
-83.29027875824421,-0.2764251233348703,0
130.92431074766165,-0.2053685458118908,1
77.46902407870238,-3.4737814263132645,1
-55.88142505620183,-0.15494112633960078,0
-57.110065320087934,-0.04901778937121276,0
-171.85371613381972,-1.0031850256093837,1
-60.14067772454539,-0.2321762144247081,0
-32.613270396905996,-0.5625763354423698,0
14.266081477657366,1.7732090747848661,2
-30.068763678237453,1.057798529345577,2
11.973974677511956,1.5699505247005934,2
60.988222863269584,0.533826883253714,3
-72.16818879986934,-0.2715498913215795,0
-91.42498142553268,0.30143457889089076,0
-100.08033476654231,-0.023695124308236837,0
-198.55797904652158,-1.8338125967685086,2
-41.50758495538537,0.6839676893057749,2
-48.833233581617556,-0.9175838280718875,0
-15.083076800529172,-1.2969821551556175,0
-116.63137096715546,0.8203096599567521,0
-54.34627023902241,0.8242079184419406,1
18.28253004867796,0.7929249382353081,3
15.945884292262292,2.248830837677943,0
-40.666419523412976,-0.7052621395480209,0
4.4680406486000805,-0.6441216974776856,1
-101.78304858927191,-0.8302772679800505,1
-12.124011511324218,0.4037444126355044,3
-63.65910843339188,0.17740110500776995,0
223.41008686992643,0.5189361126018521,1
-141.5493564913598,-0.6507983649555104,1
-38.24867314040785,0.6841417996971293,2
-89.36052516085793,-0.11080597997335351,2
-23.1110342768713,-1.554787700244811,0
-101.40367045068115,-0.38191071899562856,0
-150.63085902245112,1.7276979918500868,0
-145.640194429485,-1.0723398991862911,2
250.21731978822555,0.22307387793069977,1
-100.94128792446597,0.5985126563231005,0
-32.647341832064605,-1.0373631609574119,0
-61.000854934593505,1.3551922590542644,3
-52.422307542509635,0.3018660709646981,0
-1.2148145479175865,-0.9492120714542972,0
-43.44384824756492,-0.8338949413408667,0
2.9174199097784292,1.589665269022888,2
-191.56795845087734,2.1607183181615,0
-109.50746364215746,1.3904358585415781,0
98.03142818472989,-0.9538653796980319,1
-116.86117642354156,-0.5128315976322553,2
-127.61145859626151,-0.8086215261732843,2
-42.90478958827692,-1.015586063092001,0
-97.89689812578864,-0.31300185954829796,2
55.819576049463315,0.6838888495037908,3
93.0247887634334,0.09434216148266916,3
-69.22738468140412,1.2199532811450455,3
-28.88509832462731,-1.5380147955611678,0
448.4679060827539,-1.046506490251326,1
-18.40301470810025,0.6171836996243356,3
-130.62325810272105,0.4231504235693353,0
22.284619309017785,-1.6310053383000205,0
68.62561838995191,0.23742384422141494,1
-68.30242760378924,-0.9284286436039615,1
146.09388902985012,0.2903130096879268,3
-36.43486982215976,0.8610797040906978,2
8.176650249325101,-1.6883683450063285,0
199.74485479673191,-2.752719641025892,3
-74.0305406901919,-0.20663647449379557,0
-46.45158382711464,-1.2512157094164849,3
-23.808939188376364,0.9825305115668715,3
-82.18762524371581,-0.10970957689989236,0
28.297494490761256,-2.641883437404961,0
-3.43934401609558,0.8772733295930671,3
-112.23223652134828,-0.31754129226698025,0
-28.95371095909472,-0.5996468388597948,0
-108.0877650193363,1.6373837636153088,3
38.966859622570794,0.7131388039183675,1
99.8250754014211,-2.9979151692027006,1
-105.83185349844626,0.6098585807358881,0
73.26367495180395,-1.0552281796971603,1
52.56368978041594,-1.5416143773208657,1
71.21794534047388,1.52592721178333,1
-100.45925472552804,-0.46973550539715125,0
110.51779448971209,3.4777941966195947,2
-84.22386083070003,1.6037197965465835,3
-39.307270245295086,-2.8272851529417684,1
6.238876761939471,-1.331944392656053,0
35.26825716162199,-0.39668922809480467,1
-12.840299615435026,-1.4874105918453118,0
-107.16930268664977,-0.3323910378784929,2
-133.70606238702507,-0.9283148285603295,2
-68.35493505506616,-0.5070536176784941,0
-50.71106709617731,-0.5366377504907656,0
182.36400126602337,-0.7813180477269267,1
142.91991371306864,-0.8118311368697024,1
127.82543022191544,-2.249007984073839,3
-53.33343388573979,1.6863550380661092,3
2.7227196731518966,1.3538854299094538,2
-4.854057187515304,-1.730444952776492,0
-59.80409626768556,-0.3678607103391716,0
96.51976610188981,2.2029549718046786,1
-88.81182972120104,-0.04587410663838354,2
170.00739088930035,1.204565579124592,1
-60.365268952090965,-0.5424829315010383,0
-102.01689903405749,0.06191935768842216,0
-91.69749969499685,-0.07716612598530137,2
-35.06031672679328,-1.1879091007166656,1
-41.73771137520744,-0.8399832321637589,0
-101.98067921647916,0.029051858487204596,0
-1.1168572192373438,-0.8384598703467129,0
141.16470145797624,-2.970536918585627,1
-28.251609990857084,-0.7909792809863375,0
1.2022085491431356,-0.6859431708025308,0
11.483766609640655,1.6215775697122599,2
20.968194526516026,0.42037448924031895,3
-48.651549010721126,-0.27284569095016536,1
88.7540583980303,-2.122364956563552,1
-125.85048022723335,-0.7258734263734183,2
22.770457015718293,-2.5413145918740305,1
115.10648169392988,0.7186903068032202,1
0.05945103445078592,-2.3019144980151305,0
48.53414153784783,2.3569701558674994,2
-78.47720201088381,0.08607503750118112,2
-59.30655399011256,-0.10375227824255029,0
134.0666948036647,0.8379261108170577,1
232.7833069206716,-0.07752349149390647,0
-32.2278957682832,0.8345919887270825,3
150.92723713452995,-1.4274903819781097,1
-79.17999208817699,0.1557536033841037,2
-38.953266772010394,-0.732563714360275,0
-23.7698046736159,-0.6488985236641248,0
-66.44230738116048,-0.7763416169754738,0
-21.880309362026896,-1.106703252859286,0
-64.65570463992216,-0.7113046447972524,1
4.555651816858686,1.6965069837055535,2
-100.70387606776836,-0.3280956449878061,2
55.47608154594836,-1.2441838416256594,1
-142.3803584702577,-1.1190641028520611,2
-101.62777624014907,0.10892828278834121,0
-120.85768102471886,-0.7134328155917182,2
0.6850387013718762,-1.251245748727785,0
-56.83132697136597,0.44382377557378283,2
-7.372628532515268,1.2318277494245267,2
-178.17255763834743,-2.4463942187518093,1
-50.922789487736765,-1.2094145587446952,0
-20.32376177163902,1.0850662276638974,2
126.22106512172837,-0.8136968437906409,1
-79.17691048148592,2.7547242802222485,1
-22.26787554367815,1.047780662887249,2
12.879703619077043,-1.9772112910148043,0
119.12674818491516,0.11998982082228282,1
-115.93474682393196,-0.6031078856799645,2
34.3413714333741,0.5967221251527873,3
-22.391510811784563,0.9936837568226992,2
40.9263573020702,0.7825989369185915,3
-96.58808029543947,0.14274173910260657,0
-64.8940238495818,0.2212947736594285,2
-100.58317496246467,-0.029730817351294014,0
-77.82749838019953,0.015268288914135342,2
91.81265288310966,0.41248216619192757,1
-30.381949469890056,0.9328991462376016,2
-68.01598546462273,-0.6086528007022343,0
187.6858049520331,0.12934393965377772,3
41.89178886258834,1.3392035531390698,1
